customerID,nOrders,nItems,daysSinceLastOrder,margin,returnRatio,shareOwnBrand,shareVoucher,shareSale,gender,age,marginPerOrder,marginPerItem,itemsPerOrder,futureMargin
361,12,26,45,56.78,0.67,0.82,0.23,0,female,54,4.73,2.18,2.17,45.61
363,10,23,12,45.75,0.04,0.42,0.21,0.37,male,41,4.58,1.99,2.3,24.22
365,7,10,2,33.28,0.14,0,0.25,0.5,male,70,4.75,3.33,1.43,25.02
366,3,6,66,34,0.36,0,0,0.6,female,50,11.33,5.67,2,33.88
367,1,1,235,7.6,0,0,1,0,male,43,7.6,7.6,1,27.12
368,3,10,23,33.8,0.14,0,0.12,0,male,58,11.27,3.38,3.33,36.8
369,35,49,15,71.78,0.15,0.41,0.34,0.12,male,56,2.05,1.46,1.4,64.04
370,10,40,0,60.51,0.03,0.61,0.21,0.15,female,33,6.05,1.51,4,50.17
372,2,4,25,20.94,1,0,0.33,0,female,30,10.47,5.24,2,1.89
373,13,26,11,49.18,0.25,0.5,0.32,0.05,female,57,3.78,1.89,2,55.72
374,1,8,209,42.81,1,0,0.29,0,female,30,42.81,5.35,8,0
375,3,6,138,18.25,0.16,0.6,1,0.6,female,44,6.08,3.04,2,34.12
376,19,20,194,45.48,0,0.06,0.24,0.24,female,25,2.39,2.27,1.05,52.05
377,2,5,319,19.68,0.06,0,0.5,0,male,61,9.84,3.94,2.5,21.39
378,1,1,277,12.98,1,1,1,0,male,36,12.98,12.98,1,31.56
380,4,5,182,31.82,0.25,0.25,0.75,0,female,57,7.96,6.36,1.25,19.03
382,2,2,58,30.4,1,0,0.5,0,male,56,15.2,15.2,1,41.57
383,9,30,3,45.93,0.19,0.6,0.04,0.28,female,18,5.1,1.53,3.33,15.85
385,12,17,65,41.57,0.01,0.07,0.29,0.29,female,53,3.46,2.45,1.42,47.82
388,12,22,2,57.56,0.2,0.94,0.22,0.17,female,52,4.8,2.62,1.83,62.46
389,3,5,66,46.99,0.56,1,0.25,0.25,female,57,15.66,9.4,1.67,40.94
390,2,7,66,27.16,0.11,0,0.17,0.17,female,49,13.58,3.88,3.5,44.04
391,8,12,115,44.06,0.16,0.2,0,0.3,female,49,5.51,3.67,1.5,40.55
392,2,5,53,38.11,0,1,0.5,0,female,50,19.05,7.62,2.5,48.49
393,3,7,123,21.57,0.03,0,0.17,1,male,36,7.19,3.08,2.33,30.1
394,3,5,30,46.47,0,1,0.75,0,male,23,15.49,9.29,1.67,26.05
395,1,1,319,10.39,1,0,1,1,male,21,10.39,10.39,1,-8.55
396,19,26,18,50.41,0.46,0.45,0.68,0.05,female,47,2.65,1.94,1.37,27.63
397,11,25,21,47.52,0.01,0.19,0.33,0,male,29,4.32,1.9,2.27,41.88
398,45,67,16,75.23,0,0.95,0.12,0.16,female,32,1.67,1.12,1.49,47.65
399,4,5,74,23.46,1,0,0.75,0.25,male,50,5.87,4.69,1.25,37.6
400,3,4,281,10.56,0,0,0.67,0.33,male,53,3.52,2.64,1.33,21.28
402,16,23,6,44.8,0.04,0.95,0.32,0.05,female,51,2.8,1.95,1.44,66.68
403,3,4,146,22.93,0.44,0.33,0.67,0.33,male,39,7.64,5.73,1.33,17.35
404,1,1,243,-2.2,1,0,1,0,female,28,-2.2,-2.2,1,15.53
405,2,5,145,34,1,0.5,0.25,0.5,female,43,17,6.8,2.5,47.33
406,4,14,90,47.29,0.17,0.92,0.33,0,female,18,11.82,3.38,3.5,48.39
407,1,1,44,25.34,1,1,0,0,male,36,25.34,25.34,1,34.56
408,6,7,221,34.25,0.11,0.83,1,0,male,38,5.71,4.89,1.17,39.25
409,2,2,73,14.58,1,0,0.5,1,male,55,7.29,7.29,1,5.36
410,3,7,193,32.26,0.03,0,0.17,0.5,male,55,10.75,4.61,2.33,29.94
411,1,1,122,5.19,0,1,1,0,female,33,5.19,5.19,1,41.79
412,3,6,134,41.39,0.64,1,0.8,0.6,male,30,13.8,6.9,2,37.96
413,3,5,28,22.17,0.56,0,1,0,female,31,7.39,4.43,1.67,0
414,1,1,144,8.39,1,0,1,1,female,60,8.39,8.39,1,12.41
415,2,4,73,39.03,1,1,0,0,male,44,19.52,9.76,2,48.66
417,15,23,54,37.27,0.1,0.11,0.21,0,male,33,2.48,1.62,1.53,51.36
418,6,11,86,38.39,0.79,0.22,0.67,0.33,female,58,6.4,3.49,1.83,50.29
421,1,1,272,12.58,0,0,0,1,female,43,12.58,12.58,1,14.94
422,10,19,8,40.48,0.02,0,0.38,0.38,female,48,4.05,2.13,1.9,44.82
423,3,13,45,38.6,0.07,0,1,0,male,42,12.87,2.97,4.33,33.26
424,1,2,234,16.58,0,0,0,0,female,51,16.58,8.29,2,46.53
425,2,2,181,25.09,1,0,0.5,0.5,male,29,12.54,12.54,1,34.51
426,3,4,29,12.6,0.44,0.33,1,0,female,29,4.2,3.15,1.33,42.34
427,1,1,353,7.22,1,0,1,0,male,54,7.22,7.22,1,26.03
428,10,11,61,36.43,0.05,0,0.56,0.44,male,54,3.64,3.31,1.1,38.76
429,10,20,10,47.74,0.12,0.41,0.12,0,male,36,4.77,2.39,2,39.95
430,31,65,13,56.79,0.14,0.54,0.5,0.09,male,44,1.83,0.87,2.1,49.85
431,1,4,321,18.57,0.11,0,0.33,0.67,female,27,18.57,4.64,4,0
432,2,10,14,33.27,0.06,0,0.75,0,male,51,16.64,3.33,5,25.28
433,6,12,57,36.97,0.25,0,0,0,female,28,6.16,3.08,2,41.3
434,8,18,106,40.86,0.11,0.47,0.27,0.33,male,45,5.11,2.27,2.25,32.9
435,4,8,76,30.99,0.08,0,1,0,female,45,7.75,3.87,2,32.42
436,12,26,21,55.19,0.83,0.86,0.36,0.18,male,35,4.6,2.12,2.17,55.27
437,8,24,16,36.55,0.49,0.25,0.2,0.35,female,32,4.57,1.52,3,48.64
438,10,14,2,50.04,0.17,0.33,0.17,0.08,male,25,5,3.57,1.4,54.56
439,8,22,78,48.19,0,0.44,0.78,0,female,32,6.02,2.19,2.75,61.14
441,4,10,87,40.33,0.39,0,0.25,0,male,21,10.08,4.03,2.5,45.27
443,6,7,57,21.29,0.11,0,1,0,male,57,3.55,3.04,1.17,8.11
444,18,23,24,44.21,0.07,0.79,0.74,0.11,female,54,2.46,1.92,1.28,68.35
445,1,1,325,1.07,1,0,1,0,female,42,1.07,1.07,1,42.54
446,6,22,10,53.27,0.03,0.5,0.33,0.06,female,24,8.88,2.42,3.67,43.81
448,1,1,32,8.43,1,1,0,0,male,31,8.43,8.43,1,44.47
450,1,1,24,6.13,1,0,1,0,female,44,6.13,6.13,1,46.08
451,1,2,261,7.56,1,0,0,1,male,41,7.56,3.78,2,16.86
452,4,11,46,35.1,0.2,0.78,0.22,0.78,male,21,8.78,3.19,2.75,33.96
453,31,50,8,52.53,0.16,0.52,0.36,0.33,female,53,1.69,1.05,1.61,50.53
454,4,7,100,37.72,0.03,0.17,0.83,0.17,female,41,9.43,5.39,1.75,19.29
455,41,60,7,61.33,0,0,0.74,0.24,female,50,1.5,1.02,1.46,36.98
456,1,1,192,16.5,1,0,0,1,male,29,16.5,16.5,1,5.68
457,4,6,21,22.01,0.64,0,0.8,0.2,male,20,5.5,3.67,1.5,23.9
458,1,6,102,34.5,0.04,0,1,0,female,29,34.5,5.75,6,24.71
459,3,4,95,27.64,1,0.33,0.33,0.67,female,18,9.21,6.91,1.33,31.13
460,9,18,47,36.01,0.02,0.27,0.33,0.4,male,39,4,2,2,34.06
461,2,6,336,25.6,0,0,0.8,0,female,47,12.8,4.27,3,24.28
462,15,22,49,51.19,0.2,0.5,0.33,0.33,female,28,3.41,2.33,1.47,41.64
464,3,4,19,24.11,1,0,0.33,0.33,female,40,8.04,6.03,1.33,27.96
466,4,16,137,36.48,0.05,0.38,0.23,0,male,44,9.12,2.28,4,27.31
467,15,31,1,54.86,0.21,0.92,0.42,0.04,female,57,3.66,1.77,2.07,58.44
471,15,19,22,35.73,0.66,0,0.69,0.06,female,51,2.38,1.88,1.27,49.39
473,1,2,213,17.17,1,0,1,0,female,24,17.17,8.59,2,46.66
474,8,16,23,54.71,0.38,0.69,0.38,0.15,male,37,6.84,3.42,2,56.09
475,2,2,203,12.32,0.25,0,1,0,female,31,6.16,6.16,1,18.6
476,8,10,0,36.89,0.56,0.5,0.12,0.75,female,20,4.61,3.69,1.25,28.81
477,16,32,1,62.53,0.03,0.78,0.37,0.07,male,38,3.91,1.95,2,62.73
479,1,1,19,12.19,1,0,0,0,female,34,12.19,12.19,1,20.79
480,3,4,24,23.63,0.44,0,0.33,0,male,35,7.88,5.91,1.33,25.75
481,3,4,32,32.62,1,0.33,0.67,0.33,female,45,10.87,8.15,1.33,29.03
484,9,11,44,34.63,0.44,0.11,0.44,0.78,female,27,3.85,3.15,1.22,35.81
485,13,26,5,51.73,0.07,0.73,0.55,0,male,25,3.98,1.99,2,17.05
486,2,4,63,14.64,1,1,0.33,0.33,male,71,7.32,3.66,2,21.33
489,7,11,1,36.29,1,0,0.22,0.44,female,58,5.18,3.3,1.57,48.26
490,7,10,351,37.4,0.06,0.12,0.12,0.12,male,31,5.34,3.74,1.43,20.42
491,1,1,20,6.91,1,1,0,1,male,23,6.91,6.91,1,0.82
492,11,17,36,37.88,0.33,0.14,0.71,0,female,36,3.44,2.23,1.55,26.34
493,1,1,69,17.53,1,1,0,0,female,45,17.53,17.53,1,24.01
494,35,56,106,65.74,0.02,0.57,0.23,0.02,female,48,1.88,1.17,1.6,35.62
495,6,6,64,36.81,0.36,0,0,0.4,female,47,6.14,6.14,1,31.01
496,1,1,176,21.86,1,0,1,0,male,47,21.86,21.86,1,43.51
497,4,5,104,37.54,0.25,0.5,0,0.75,female,19,9.38,7.51,1.25,19.52
498,13,18,17,39.53,0.22,0.07,0.13,0.2,male,36,3.04,2.2,1.38,34.41
500,1,2,102,3.77,1,0,0,0,male,26,3.77,1.88,2,12.3
501,4,6,16,29.69,0.16,0.6,0.4,0.2,female,31,7.42,4.95,1.5,27.94
502,4,6,51,44.06,0.16,0.8,0.6,0.4,male,33,11.02,7.34,1.5,36.95
503,2,5,58,28.34,0.56,0,0.25,0.75,female,57,14.17,5.67,2.5,36.76
504,2,2,141,27.7,0.25,0.5,1,0.5,female,57,13.85,13.85,1,36.43
505,11,16,31,40.74,0.38,0.46,0.23,0.38,female,19,3.7,2.55,1.45,0
506,7,30,101,48.51,0.06,0,0.28,0.76,female,35,6.93,1.62,4.29,46.7
507,3,4,11,34.09,0.11,0.67,0.67,0,female,35,11.36,8.52,1.33,39.16
508,2,2,92,33.81,1,1,0,0,male,27,16.91,16.91,1,37.71
510,4,8,4,28.66,0.51,0,0.29,0.43,male,50,7.17,3.58,2,35.56
511,3,5,116,25.08,0.06,0,1,0,male,34,8.36,5.02,1.67,10.04
512,3,4,87,16.49,0.11,0,0.33,0,male,52,5.5,4.12,1.33,24.16
513,7,7,72,30.13,0.44,0.17,0.33,0.67,female,18,4.3,4.3,1,24.78
514,1,1,97,18.86,1,0,0,0,male,42,18.86,18.86,1,12.66
515,20,66,20,66.49,0.06,0.69,0.35,0,female,34,3.32,1.01,3.3,47.29
516,6,12,102,37.76,0.16,0,0.3,0.2,male,52,6.29,3.15,2,43.04
518,1,1,193,13.03,1,0,1,0,male,32,13.03,13.03,1,52.91
519,2,2,10,24.53,1,0,1,0,male,39,12.27,12.27,1,28.85
520,4,7,202,36.66,0.25,1,0.5,0,male,27,9.16,5.24,1.75,50.57
521,4,11,32,43.22,0,0.56,0.22,0,female,56,10.8,3.93,2.75,26.48
522,4,5,200,30.05,0.25,0,0.5,0.5,female,24,7.51,6.01,1.25,16.89
523,7,12,199,51.06,0.64,0.8,0.1,0,male,28,7.29,4.25,1.71,51.85
524,3,5,192,29.12,1,0,0.25,0.5,female,30,9.71,5.82,1.67,30.24
525,1,1,100,-2.81,1,0,1,0,male,21,-2.81,-2.81,1,30.77
526,9,18,79,46.9,0.07,0.2,0.6,0.13,male,31,5.21,2.61,2,45.69
527,2,5,149,26.07,0,0.5,0.25,0.5,female,45,13.04,5.21,2.5,6.79
529,4,7,15,28.51,0.11,0,1,0,female,28,7.13,4.07,1.75,29.92
530,4,5,42,18.74,0.56,0,0.5,0.25,female,38,4.68,3.75,1.25,4.05
531,1,1,132,12.77,1,1,0,1,female,24,12.77,12.77,1,26.64
533,4,5,283,29.81,0.25,0,1,0,female,39,7.45,5.96,1.25,50.3
536,13,37,15,53.11,0.04,0.81,0.42,0.16,female,35,4.09,1.44,2.85,42.26
538,14,17,18,42.11,0.25,0.21,0.79,0.07,male,25,3.01,2.48,1.21,39.88
539,2,2,219,19.13,1,0,0.5,0,male,29,9.56,9.56,1,23.51
541,1,1,14,11.1,0,0,1,0,male,42,11.1,11.1,1,47.16
542,15,26,27,44.86,0.25,0.14,0.41,0.45,male,47,2.99,1.73,1.73,41.51
543,1,2,338,16.9,1,0,0,0,male,23,16.9,8.45,2,39.5
544,6,13,115,34.59,0.67,0,0.36,0,female,83,5.77,2.66,2.17,52.86
545,4,6,162,28.54,1,0,0.2,0.8,male,38,7.13,4.76,1.5,28.19
547,10,22,21,55.52,0.11,0.11,0.28,0.67,female,20,5.55,2.52,2.2,59.05
548,4,7,63,26.67,0.69,0.17,0.17,0,male,30,6.67,3.81,1.75,44.5
549,4,18,51,40.41,0,0.53,0.73,0,female,33,10.1,2.24,4.5,61.15
550,12,28,52,51.82,0.05,0,0.39,0.39,female,33,4.32,1.85,2.33,23.5
551,1,1,282,5.71,1,1,1,0,female,23,5.71,5.71,1,50.78
552,1,1,92,11.92,1,0,1,0,female,56,11.92,11.92,1,22.63
553,1,1,302,14.64,0,0,0,0,male,23,14.64,14.64,1,49.76
554,8,25,11,49.93,0.11,0.71,0.38,0.1,male,41,6.24,2,3.12,8.35
555,6,8,61,43.82,1,0.14,0.14,0.29,female,23,7.3,5.48,1.33,47.77
556,7,12,48,41.39,0.25,0.7,0.1,0.4,male,34,5.91,3.45,1.71,67.45
557,8,11,96,49.01,0.01,1,0.33,0.11,female,29,6.13,4.46,1.38,57.89
558,1,2,281,34.35,1,0,0,0,female,33,34.35,17.18,2,47.39
559,7,11,275,49.9,0.05,0.33,0.67,0.22,female,57,7.13,4.54,1.57,51.82
560,3,7,38,31.3,1,0.17,0.33,0,male,37,10.43,4.47,2.33,44.14
561,7,11,95,27,0.05,0,0.44,0.56,female,34,3.86,2.45,1.57,34.62
563,2,2,220,20.45,0.25,0.5,0.5,0,female,29,10.22,10.22,1,25.41
564,1,1,91,6.11,1,0,0,0,female,56,6.11,6.11,1,33.68
566,2,12,26,35.13,0.16,0.4,0.3,0,male,18,17.57,2.93,6,29.24
567,15,22,17,35.51,0.05,0.61,0.78,0,female,34,2.37,1.61,1.47,41.52
568,3,6,112,44.67,0.36,0.8,0.4,0,male,26,14.89,7.45,2,32.51
569,1,1,83,16.5,1,1,1,0,female,35,16.5,16.5,1,31.47
570,3,4,28,25.36,0.11,0,0.33,0,female,29,8.45,6.34,1.33,21.11
574,8,17,15,47.66,0.08,0.93,0.57,0.07,male,39,5.96,2.8,2.12,38.34
577,11,19,19,49.82,0.32,0.94,0.5,0.31,female,27,4.53,2.62,1.73,39.26
578,3,6,109,27.53,1,0,0.4,0.4,male,38,9.18,4.59,2,42.46
579,2,6,72,19.18,0.04,0,0.6,1,female,33,9.59,3.2,3,37.31
580,8,17,59,37.38,0.05,0.29,0.93,0.43,female,42,4.67,2.2,2.12,23.58
581,10,12,41,44.44,0.09,0.4,0.3,0.6,female,33,4.44,3.7,1.2,32.27
582,15,24,36,48.67,0.81,0.45,0.15,0.1,female,39,3.24,2.03,1.6,67.04
584,7,10,111,40.95,1,0.5,0,0,male,20,5.85,4.1,1.43,55.14
585,6,6,47,27.95,1,0,0.4,0.6,male,23,4.66,4.66,1,32.43
586,2,5,144,26.6,0.56,0,0.5,0,female,18,13.3,5.32,2.5,39.94
587,6,8,30,35.07,0.02,0,0.43,0.29,female,35,5.84,4.38,1.33,42.87
588,2,2,74,25.73,1,0,0.5,0,male,39,12.87,12.87,1,36.22
589,6,7,86,21.36,0.11,0,0.17,0.67,female,68,3.56,3.05,1.17,34.07
590,1,1,211,12.28,1,0,1,0,female,57,12.28,12.28,1,4.69
591,6,12,113,43.88,1,0.9,0.5,0,male,54,7.31,3.66,2,43.43
593,8,11,28,55.77,0.31,0.56,0.22,0.11,female,64,6.97,5.07,1.38,5.38
594,22,64,27,75.3,0.07,0.51,0.36,0.02,male,31,3.42,1.18,2.91,65.42
595,4,5,144,19.77,0.56,0,0.5,0.5,female,57,4.94,3.95,1.25,18.81
596,1,1,247,35.09,1,1,1,0,female,49,35.09,35.09,1,30.12
597,2,2,116,14.16,0,0.5,0.5,0.5,female,37,7.08,7.08,1,52.64
601,15,32,4,46.79,0.17,0,0.44,0,male,49,3.12,1.46,2.13,19.82
602,13,17,23,57.83,0.25,0.71,0,0.07,female,51,4.45,3.4,1.31,44.13
603,6,6,7,19.93,0.04,0,1,0,female,29,3.32,3.32,1,44.66
604,2,5,112,12.18,0.25,0,0,0.5,male,31,6.09,2.44,2.5,26.65
605,10,12,66,46.25,0.16,0.7,0.3,0.4,male,19,4.62,3.85,1.2,41.93
608,3,4,24,16.48,0.11,0.33,0.67,0,male,61,5.49,4.12,1.33,34.91
609,24,48,1,56.62,0.03,0.15,0.05,0.18,female,38,2.36,1.18,2,56.94
610,3,4,175,24.49,0.44,0,0,0,male,34,8.16,6.12,1.33,16.44
611,1,2,351,26.73,1,0,0,0,female,27,26.73,13.37,2,40.11
612,2,2,167,18.96,1,0,0.5,1,female,52,9.48,9.48,1,25.77
613,3,4,160,31.69,0.44,0.67,0,0.33,female,41,10.56,7.92,1.33,33.83
614,2,6,23,27.82,0.64,0.4,0.2,0,female,46,13.91,4.64,3,11.17
615,7,18,10,48.18,0.11,0.8,0.4,0.33,male,49,6.88,2.68,2.57,38.57
616,7,25,85,55.88,0.01,1,0.52,0.19,female,52,7.98,2.24,3.57,34.11
617,2,2,52,15.96,1,0,0.5,0.5,male,23,7.98,7.98,1,38.68
618,7,11,44,31.76,0.05,0.22,0.44,0.33,male,57,4.54,2.89,1.57,39.51
619,7,14,35,38.83,0.01,0.92,0.42,0,male,33,5.55,2.77,2,35.88
620,2,2,343,14.58,0.25,0,1,0,female,44,7.29,7.29,1,-4.39
621,19,24,3,45.42,0.16,0.7,0.75,0.1,male,52,2.39,1.89,1.26,40.31
622,4,5,116,29.77,0.56,0,0,0.75,female,49,7.44,5.95,1.25,12.86
623,19,32,15,58.83,0.05,0.7,0.3,0.41,male,28,3.1,1.84,1.68,48.51
624,1,1,297,9.81,1,0,0,0,female,33,9.81,9.81,1,9.15
625,15,29,41,44.68,0.29,0.21,0.38,0.08,male,34,2.98,1.54,1.93,42.52
626,6,6,1,42.28,0.16,0.6,0.2,0,female,23,7.05,7.05,1,42.6
627,6,8,57,42.09,0,0.57,0.14,0.14,female,23,7.02,5.26,1.33,33.15
628,1,4,310,22.89,0,0,0,0,male,34,22.89,5.72,4,43.04
629,6,6,120,27.8,0.16,0,0.8,0,female,34,4.63,4.63,1,0
631,3,6,64,27.44,0.04,0.6,0.2,0.2,female,45,9.15,4.57,2,27.7
632,2,2,175,8.64,1,0,0.5,0,female,33,4.32,4.32,1,3.17
633,22,38,2,42.74,0.01,0,0.59,0.25,male,24,1.94,1.12,1.73,38.06
634,1,2,193,8.66,1,0,0.5,0.5,male,39,8.66,4.33,2,15.63
635,9,12,67,52.87,0.25,0.6,0.7,0.1,female,44,5.87,4.41,1.33,57.58
636,2,2,159,11.51,1,0,1,0,female,35,5.75,5.75,1,-4.49
638,2,2,35,19.13,0,0,0,1,female,37,9.56,9.56,1,13.55
639,15,23,107,52.89,0.01,0.32,0.68,0.26,female,34,3.53,2.3,1.53,60.54
640,4,7,55,25.43,0.25,0,0,0,female,48,6.36,3.63,1.75,35.56
641,2,5,287,31.98,0.56,0,0.75,0,male,45,15.99,6.4,2.5,19.88
644,3,4,59,27.7,0.44,0,0,0,female,21,9.23,6.92,1.33,29.64
646,2,5,205,23.72,0.56,0,0,1,female,52,11.86,4.74,2.5,44.47
647,7,12,67,28.49,0.09,0.4,0.4,0,female,31,4.07,2.37,1.71,22.95
648,1,2,87,18.06,0,1,0,0,male,45,18.06,9.03,2,37.79
649,2,2,67,19.36,0.25,0,1,0,female,38,9.68,9.68,1,40.35
650,4,6,165,37.32,0.16,0.2,0.6,0,female,32,9.33,6.22,1.5,43.19
651,4,8,97,35.72,1,0.29,0,0,female,28,8.93,4.46,2,51.38
652,4,11,4,41.99,0.05,0.89,0.33,0.22,male,38,10.5,3.82,2.75,48.36
653,3,4,60,19.93,0,0,0.67,0,male,32,6.64,4.98,1.33,5.08
654,13,28,5,43.72,0.02,0.83,0.17,0.52,male,39,3.36,1.56,2.15,53.2
655,2,2,206,23.33,0.25,1,0,1,male,22,11.66,11.66,1,42.78
659,6,6,26,16.68,0.36,0,0.6,0.4,female,63,2.78,2.78,1,33.44
660,4,8,4,30.84,1,0.14,0.29,0,male,40,7.71,3.86,2,50.44
661,3,4,121,43.51,0.44,0.67,0.33,0,female,50,14.5,10.88,1.33,38.47
662,1,1,220,4.61,1,0,0,1,female,46,4.61,4.61,1,31.74
663,8,11,70,51.03,0.2,0.44,0.22,0,male,47,6.38,4.64,1.38,49.82
664,4,12,95,31.69,0.09,0,0.1,1,male,38,7.92,2.64,3,34.14
665,7,22,66,52.1,0.6,0.67,0.33,0,male,45,7.44,2.37,3.14,61.21
666,6,7,28,38.27,0.25,0.83,0.67,0,female,38,6.38,5.47,1.17,38.4
667,4,5,23,32.39,0,0,1,0,female,45,8.1,6.48,1.25,63.95
668,7,12,83,40.8,0.36,0.9,0.4,0.1,female,31,5.83,3.4,1.71,46.34
669,9,17,82,33.94,0.01,0,0.36,0.29,male,36,3.77,2,1.89,39.34
670,7,24,42,48.84,0.12,0.4,0.5,0.2,female,31,6.98,2.04,3.43,52.11
671,12,17,50,54.29,0.18,0.5,0.21,0.07,female,34,4.52,3.19,1.42,65.43
672,2,7,105,22.67,0,0.5,1,0,male,34,11.34,3.24,3.5,37.94
673,20,36,20,49.94,0.16,0.6,0.4,0.4,male,34,2.5,1.39,1.8,54.78
674,16,38,46,53.31,0,0.84,0.41,0.19,male,37,3.33,1.4,2.38,47.32
675,3,8,257,26.95,0.08,0,0.29,0,male,36,8.98,3.37,2.67,36.65
676,4,11,154,30.11,0.6,0,0.11,0.78,male,29,7.53,2.74,2.75,20.69
677,1,2,204,23.21,1,0,0,1,female,21,23.21,11.61,2,20.9
678,22,26,89,54.97,0.6,0.09,0.59,0.05,male,35,2.5,2.11,1.18,41.17
680,8,11,1,40.93,0.31,0.56,0.11,0.44,female,56,5.12,3.72,1.38,58.24
681,12,14,4,51.66,1,0.5,0.75,0.33,female,39,4.3,3.69,1.17,28.87
682,11,16,19,35.16,0.21,0,0.46,0.54,male,48,3.2,2.2,1.45,53.48
683,4,14,47,46.11,0.34,0.92,0.42,0,male,38,11.53,3.29,3.5,56.12
684,1,6,48,35.89,1,0.2,0.6,1,male,32,35.89,5.98,6,34.14
685,1,5,347,26.25,0.25,0,1,0,female,32,26.25,5.25,5,14.92
686,1,1,162,17.16,1,0,0,0,male,30,17.16,17.16,1,24.88
687,4,5,96,29.56,0.25,0,0,0.5,male,18,7.39,5.91,1.25,27.57
689,13,14,6,41.41,0.44,0.08,0.17,0,female,41,3.19,2.96,1.08,44.05
690,4,7,30,40.98,0.11,0.67,0.67,0.17,male,48,10.24,5.85,1.75,39.16
691,3,5,27,32.36,0.56,0,0.5,0,male,46,10.79,6.47,1.67,16.39
693,8,11,20,42.55,0.01,0.67,0.33,0,male,48,5.32,3.87,1.38,30.12
696,21,41,4,60.27,0.04,0.74,0.59,0.12,female,39,2.87,1.47,1.95,68.62
698,10,23,17,44.65,0.34,0.32,0.79,0.16,male,30,4.46,1.94,2.3,59.79
699,4,6,324,33.35,0.16,0,0,0.2,female,18,8.34,5.56,1.5,29.48
700,1,2,348,24.89,0,0,1,0,male,30,24.89,12.45,2,36.67
701,9,11,16,44.52,0.31,0.33,0.44,0,male,49,4.95,4.05,1.22,0
702,10,25,21,41.62,0.02,0,0.33,0.52,female,33,4.16,1.66,2.5,39.94
703,4,7,8,40.92,0.03,1,0.67,0.33,female,36,10.23,5.85,1.75,57.87
704,2,2,6,11.46,1,0,0.5,0.5,male,65,5.73,5.73,1,25.05
706,2,6,97,23.62,0,0,0.2,0.8,male,27,11.81,3.94,3,31.65
707,8,14,37,48.02,0.25,0.25,0.08,0.5,male,38,6,3.43,1.75,42.68
708,14,38,23,53.82,0.12,0.88,0.34,0.22,male,28,3.84,1.42,2.71,42.97
709,13,23,3,42.84,0.8,0.63,0.21,0.05,male,59,3.3,1.86,1.77,44.24
710,6,6,227,38.05,0,0.8,0.6,0,male,44,6.34,6.34,1,20.59
711,3,4,274,36.53,0,0,0.33,0,male,45,12.18,9.13,1.33,30.51
712,4,22,4,50.21,0.03,0.72,0.17,0.5,female,24,12.55,2.28,5.5,39.08
714,3,5,4,38.64,0,1,0.5,0,male,39,12.88,7.73,1.67,0
717,10,24,2,38.23,0.3,0.4,0.3,0.35,male,31,3.82,1.59,2.4,42.58
718,6,11,10,33.59,0.44,0.44,0.11,0,male,26,5.6,3.05,1.83,21.02
719,15,34,5,56.33,0.22,0.39,0.11,0.07,female,42,3.76,1.66,2.27,61.62
720,12,16,22,45.63,0.05,0.23,0.77,0.23,male,29,3.8,2.85,1.33,37.84
721,6,8,266,31.44,0.02,0,0.14,0.14,male,22,5.24,3.93,1.33,16.06
722,9,10,19,27.79,0.39,0,0.25,0.25,male,35,3.09,2.78,1.11,38.35
723,18,36,42,59.01,0.22,0.97,0.17,0.17,male,26,3.28,1.64,2,64.2
724,6,10,4,30.83,1,0,0.38,0.38,female,24,5.14,3.08,1.67,17.03
725,4,8,163,30.21,0.02,0,0.29,0.29,female,19,7.55,3.78,2,34.03
727,6,14,32,36.73,0.69,0.5,0.08,0,male,48,6.12,2.62,2.33,28.23
728,10,23,7,44.6,0.07,0.79,0.42,0.26,female,27,4.46,1.94,2.3,55.29
731,3,5,162,26.79,0.56,0,0.25,0.75,male,55,8.93,5.36,1.67,6.56
733,1,4,225,23.28,0.11,0,0.67,0,female,60,23.28,5.82,4,0
734,9,17,22,46.08,0.13,0.71,0.36,0.43,male,28,5.12,2.71,1.89,53.54
735,2,2,60,31.91,1,1,0,0,male,39,15.96,15.96,1,44.75
737,1,1,30,14.22,1,0,1,0,female,37,14.22,14.22,1,46.41
739,3,5,164,26.99,0.25,0,0.5,0,female,66,9,5.4,1.67,31.58
740,8,13,114,35.73,1,0.18,0,0.27,female,39,4.47,2.75,1.62,35.96
741,2,2,143,12.97,1,0,0.5,0,male,28,6.49,6.49,1,34.45
742,6,8,43,24.93,0.51,0,0,1,male,40,4.16,3.12,1.33,22.81
743,2,7,52,28.66,0.44,0,0.67,0.33,male,38,14.33,4.09,3.5,52.72
744,12,17,30,39.86,0.08,0,0.5,0.5,male,32,3.32,2.34,1.42,33.23
745,10,20,11,51.41,0.06,0.53,0.47,0,female,41,5.14,2.57,2,58.52
747,65,92,1,72.08,0.02,1,0.31,0.09,female,42,1.11,0.78,1.42,46.8
748,2,2,83,22.01,1,0.5,0.5,1,male,27,11.01,11.01,1,22.44
749,1,4,324,19.26,0.11,0.67,0.67,0.33,female,52,19.26,4.82,4,17.2
750,4,8,120,46.3,0.18,1,0,0.71,male,44,11.57,5.79,2,9.45
751,4,14,126,51.81,0.03,0,0.25,0.33,female,27,12.95,3.7,3.5,44.57
752,21,48,66,66.42,0.09,0.98,0.5,0,male,24,3.16,1.38,2.29,40.47
754,9,14,67,42.57,0.69,0.33,0.33,0.33,female,38,4.73,3.04,1.56,58.57
